0	0
1	1
2	2
3	3
4	4
4	109
4	767
4	1518
4	1719
4	2206
4	2651
4	2938
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
12	900
12	1461
12	2420
12	2767
13	13
13	412
14	14
15	15
16	16
17	17
17	2247
18	18
19	19
20	20
20	1045
21	21
22	22
22	109
23	23
24	24
25	25
26	26
26	1671
27	27
28	28
28	2836
29	29
30	30
30	108
30	952
30	1373
30	1501
31	31
32	32
32	309
32	1218
32	1435
32	2889
33	33
33	2339
34	34
34	231
34	294
34	583
34	1900
34	2176
35	35
35	337
35	2863
36	36
37	37
37	2801
38	38
39	39
39	1946
39	2405
40	40
41	41
41	1923
42	42
43	43
44	44
44	557
44	1201
45	45
45	1671
46	46
47	47
48	48
49	49
50	50
50	2348
51	51
52	52
52	219
52	633
52	1256
52	1376
52	1730
52	2206
52	2381
52	2767
52	2834
53	53
53	1507
54	54
54	512
54	568
54	1111
54	1158
54	1630
54	2414
54	2864
55	55
56	56
57	57
57	293
57	968
57	1521
57	2129
57	2141
57	2358
58	58
59	59
59	479
60	60
61	61
62	62
62	503
62	1446
62	1826
62	2609
63	63
64	64
64	2302
65	65
66	66
67	67
67	396
67	2767
67	2971
68	68
68	888
69	69
69	70
70	69
70	70
70	304
70	1501
71	71
72	72
73	73
73	568
73	1111
73	1826
73	1857
74	74
75	75
76	76
76	125
77	77
77	221
77	2915
78	78
78	1921
78	2099
79	79
80	80
81	81
82	82
83	83
84	84
84	1795
85	85
85	1698
85	2041
86	86
87	87
88	88
88	287
88	388
88	425
88	624
88	931
88	1671
88	2755
88	2765
88	2893
89	89
90	90
91	91
91	1570
92	92
92	557
92	2963
93	93
93	203
93	2729
94	94
94	2289
95	95
96	96
97	97
98	98
98	1366
98	2050
99	99
100	100
101	101
101	2458
102	102
103	103
104	104
105	105
105	474
105	1795
105	2838
106	106
107	107
107	2881
108	30
108	108
108	1170
108	1373
108	1822
109	4
109	22
109	109
109	251
109	391
109	977
109	1078
109	1158
109	1222
109	1334
109	1522
109	1844
109	2074
109	2075
109	2090
109	2157
109	2249
109	2441
109	2601
109	2881
110	110
110	1443
111	111
112	112
113	113
113	2555
114	114
115	115
116	116
116	2033
117	117
118	118
118	1521
119	119
119	1150
119	1428
120	120
121	121
122	122
122	1486
123	123
124	124
125	76
125	125
125	572
125	583
126	126
126	700
126	1826
127	127
127	1104
128	128
129	129
130	130
130	1746
131	131
132	132
133	133
133	2384
133	2458
134	134
134	276
134	2839
135	135
136	136
137	137
137	1909
138	138
139	139
140	140
140	620
141	141
142	142
143	143
144	144
144	942
144	2449
144	2881
145	145
146	146
147	147
147	345
147	2050
147	2746
147	2785
148	148
149	149
149	2834
150	150
151	151
152	152
152	1393
153	153
153	262
154	154
154	1797
154	1854
155	155
156	156
157	157
158	158
159	159
160	160
160	456
160	2463
161	161
162	162
162	1900
162	2481
162	2621
162	2651
162	2834
163	163
164	164
165	165
165	2192
166	166
166	1639
166	2574
167	167
167	2206
168	168
168	576
168	1351
169	169
170	170
171	171
171	324
171	633
171	1170
171	1368
171	1398
171	2549
171	2625
172	172
173	173
174	174
175	175
175	479
176	176
176	302
177	177
178	178
179	179
179	1215
179	1342
180	180
180	1501
181	181
182	182
182	414
182	428
182	1282
182	2537
183	183
183	1009
183	2168
183	2976
184	184
185	185
186	186
186	278
186	981
186	2535
187	187
188	188
189	189
190	190
191	191
192	192
192	309
192	411
192	1900
193	193
193	308
193	554
193	2847
194	194
194	882
195	195
196	196
197	197
198	198
199	199
200	200
201	201
202	202
203	93
203	203
203	2373
204	204
204	346
205	205
205	438
206	206
207	207
208	208
208	2754
209	209
209	1076
209	1158
209	2443
210	210
211	211
212	212
212	1136
212	1234
213	213
213	337
213	929
213	1022
213	1774
213	1934
213	2289
213	2348
213	2433
213	2566
214	214
214	251
214	1222
214	2005
215	215
215	2865
216	216
216	278
216	1036
216	1999
216	2076
216	2269
216	2414
217	217
217	2151
218	218
219	52
219	219
220	220
220	1474
221	77
221	221
221	595
221	978
221	981
221	1000
221	1360
221	1900
221	1904
221	2074
221	2076
222	222
223	223
223	493
223	1637
223	2847
224	224
225	225
226	226
227	227
228	228
228	913
228	1946
228	2738
229	229
230	230
230	1178
230	2273
231	34
231	231
231	294
231	322
231	509
231	557
231	599
231	920
231	931
231	1184
231	1201
231	1246
231	1319
231	1389
231	1393
231	1695
231	1909
231	2159
231	2160
231	2458
231	2801
231	2878
232	232
232	698
232	2963
233	233
233	1122
234	234
235	235
235	1220
236	236
237	237
238	238
239	239
239	1370
240	240
241	241
242	242
243	243
244	244
245	245
246	246
247	247
247	2412
247	2767
248	248
248	2206
249	249
250	250
251	109
251	214
251	251
252	252
253	253
254	254
255	255
256	256
257	257
257	1881
258	258
258	282
258	1376
258	1978
258	2785
259	259
259	1017
259	2965
260	260
260	857
260	2151
261	261
262	153
262	262
263	263
264	264
265	265
266	266
266	1637
266	2554
267	267
268	268
269	269
270	270
271	271
271	879
272	272
273	273
273	2257
274	274
275	275
276	134
276	276
277	277
277	2521
278	186
278	216
278	278
278	1060
278	2159
279	279
280	280
281	281
282	258
282	282
283	283
284	284
284	2265
285	285
286	286
287	88
287	287
287	633
287	825
288	288
288	1795
289	289
290	290
290	2670
291	291
292	292
292	2253
292	2271
293	57
293	293
293	2260
294	34
294	231
294	294
295	295
296	296
296	1883
297	297
298	298
299	299
300	300
301	301
302	176
302	302
302	2413
302	2765
303	303
304	70
304	304
304	2301
305	305
306	306
307	307
308	193
308	308
309	32
309	192
309	309
309	700
309	724
309	743
309	1069
309	1140
309	1346
309	1370
309	1387
309	1478
309	1590
309	1837
309	2223
309	2411
309	2513
309	2603
309	2767
309	2853
309	2977
310	310
311	311
312	312
312	656
313	313
314	314
315	315
316	316
316	1074
316	1749
317	317
317	365
317	1440
317	2247
317	2271
318	318
319	319
320	320
320	1637
321	321
322	231
322	322
322	405
322	938
322	1212
322	1405
322	1452
322	1503
322	1769
322	1855
322	1989
322	2146
322	2206
322	2650
322	2671
322	2953
323	323
323	578
324	171
324	324
324	737
325	325
325	1503
325	2336
326	326
326	571
326	977
326	1671
326	1900
326	2030
326	2430
326	2613
326	2833
327	327
328	328
328	1282
329	329
330	330
330	2458
331	331
331	1167
331	1405
331	1934
331	2338
332	332
332	1545
333	333
334	334
335	335
335	560
336	336
337	35
337	213
337	337
337	473
337	929
337	2433
338	338
339	339
340	340
340	2443
341	341
342	342
343	343
343	1164
344	344
345	147
345	345
345	498
345	568
345	700
345	761
345	981
345	1098
345	1202
345	1360
345	1503
345	1701
345	1713
345	1978
345	2090
345	2097
345	2142
345	2989
346	204
346	346
346	1471
347	347
348	348
348	633
348	1803
348	2889
349	349
350	350
351	351
351	1111
351	1826
351	2834
352	352
353	353
354	354
355	355
356	356
356	2112
357	357
358	358
358	2036
358	2099
359	359
360	360
361	361
362	362
363	363
363	2261
364	364
364	719
364	1393
364	1403
364	2107
364	2540
364	2785
364	2857
365	317
365	365
365	414
365	583
365	1282
365	1522
365	1630
365	1719
366	366
367	367
367	1200
367	1606
367	1969
367	2767
367	2863
367	2932
368	368
369	369
370	370
370	2569
370	2596
371	371
371	1086
371	1966
372	372
373	373
374	374
375	375
375	763
375	1697
376	376
377	377
378	378
379	379
379	1121
380	380
381	381
381	1850
382	382
382	2188
383	383
384	384
385	385
386	386
387	387
388	88
388	388
388	2142
388	2877
389	389
390	390
391	109
391	391
391	1229
391	1599
391	2889
392	392
392	1342
393	393
394	394
394	633
395	395
396	67
396	396
397	397
398	398
399	399
399	2386
400	400
400	1745
401	401
401	602
402	402
403	403
404	404
405	322
405	405
405	1571
406	406
406	1234
406	1871
407	407
407	1900
408	408
409	409
409	1407
409	1503
410	410
411	192
411	411
411	979
411	1579
411	2244
411	2411
411	2898
412	13
412	412
412	875
412	1636
412	2497
412	2955
413	413
414	182
414	365
414	414
414	1282
414	1611
415	415
416	416
416	477
416	498
417	417
417	1008
418	418
419	419
420	420
421	421
422	422
423	423
423	583
423	1366
424	424
425	88
425	425
426	426
426	1701
427	427
428	182
428	428
429	429
430	430
431	431
432	432
433	433
434	434
435	435
436	436
437	437
438	205
438	438
438	1467
438	2413
439	439
440	440
440	469
440	2529
441	441
441	1946
442	442
443	443
444	444
445	445
446	446
447	447
448	448
448	925
448	968
448	2384
448	2829
449	449
450	450
451	451
452	452
452	2283
453	453
454	454
454	883
454	1636
455	455
456	160
456	456
456	617
456	941
456	1671
457	457
458	458
459	459
460	460
461	461
462	462
463	463
464	464
465	465
466	466
467	467
468	468
469	440
469	469
