0	0
1	1
2	2
3	3
4	109
4	767
4	1518
4	1719
4	2206
4	2651
4	2938
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	2767
12	1461
12	2420
12	900
13	412
14	14
15	15
16	16
17	2247
18	18
19	19
20	1045
21	21
22	109
23	23
24	24
25	25
26	1671
27	27
28	2836
29	29
30	108
30	952
30	1501
30	1373
31	31
32	1218
32	309
32	2889
32	1435
33	2339
34	231
34	294
34	2176
34	1900
34	583
35	2863
35	337
36	36
37	2801
38	38
39	2405
39	1946
40	40
41	1923
42	42
43	43
44	1201
44	557
45	1671
46	46
47	47
48	48
49	49
50	2348
51	51
52	1376
52	1730
52	2206
52	2381
52	633
52	2834
52	219
52	1256
52	2767
53	1507
54	2864
54	512
54	2414
54	568
54	1111
54	1158
54	1630
55	55
56	56
57	2358
57	2141
57	2129
57	1521
57	968
57	293
58	58
59	479
60	60
61	61
62	2609
62	503
62	1446
62	1826
63	63
64	2302
65	65
66	66
67	2767
67	396
67	2971
68	888
69	70
70	69
70	304
70	1501
71	71
72	72
73	568
73	1857
73	1826
73	1111
74	74
75	75
76	125
77	2915
77	221
78	1921
78	2099
79	79
80	80
81	81
82	82
83	83
84	1795
85	1698
85	2041
86	86
87	87
88	2893
88	2765
88	2755
88	1671
88	931
88	624
88	425
88	388
88	287
89	89
90	90
91	1570
92	557
92	2963
93	2729
93	203
94	2289
95	95
96	96
97	97
98	2050
98	1366
99	99
100	100
101	2458
102	102
103	103
104	104
105	474
105	1795
105	2838
106	106
107	2881
108	30
108	1170
108	1373
108	1822
109	4
109	22
109	251
109	391
109	977
109	2249
109	1158
109	1222
109	1334
109	1522
109	1844
109	2074
109	2075
109	2090
109	2157
109	1078
109	2441
109	2601
109	2881
110	1443
111	111
112	112
113	2555
114	114
115	115
116	2033
117	117
118	1521
119	1150
119	1428
120	120
121	121
122	1486
123	123
124	124
125	572
125	583
125	76
126	700
126	1826
127	1104
128	128
129	129
130	1746
131	131
132	132
133	2458
133	2384
134	2839
134	276
135	135
136	136
137	1909
138	138
139	139
140	620
141	141
142	142
143	143
144	2881
144	2449
144	942
145	145
146	146
147	2746
147	2050
147	345
147	2785
148	148
149	2834
150	150
151	151
152	1393
153	262
154	1797
154	1854
155	155
156	156
157	157
158	158
159	159
160	456
160	2463
161	161
162	1900
162	2481
162	2621
162	2651
162	2834
163	163
164	164
165	2192
166	2574
166	1639
167	2206
168	576
168	1351
169	169
170	170
171	324
171	1170
171	1368
171	1398
171	2549
171	2625
171	633
172	172
173	173
174	174
175	479
176	302
177	177
178	178
179	1215
179	1342
180	1501
181	181
182	2537
182	428
182	1282
182	414
183	2168
183	2976
183	1009
184	184
185	185
186	278
186	981
186	2535
187	187
188	188
189	189
190	190
191	191
192	309
192	1900
192	411
193	308
193	554
193	2847
194	882
195	195
196	196
197	197
198	198
199	199
200	200
201	201
202	202
203	93
203	2373
204	346
205	438
206	206
207	207
208	2754
209	1076
209	1158
209	2443
210	210
211	211
212	1234
212	1136
213	337
213	1022
213	1774
213	1934
213	2289
213	929
213	2566
213	2433
213	2348
214	251
214	1222
214	2005
215	2865
216	1036
216	1999
216	2076
216	2269
216	2414
216	278
217	2151
218	218
219	52
220	1474
221	978
221	981
221	1000
221	1900
221	1904
221	2074
221	2076
221	77
221	595
221	1360
222	222
223	493
223	1637
223	2847
224	224
225	225
226	226
227	227
228	913
228	2738
228	1946
229	229
230	2273
230	1178
231	34
231	294
231	322
231	509
231	1201
231	557
231	599
231	920
231	931
231	1184
231	1319
231	2458
231	2160
231	2159
231	1909
231	1695
231	1393
231	1389
231	2878
231	2801
231	1246
232	698
232	2963
233	1122
234	234
235	1220
236	236
237	237
238	238
239	1370
240	240
241	241
242	242
243	243
244	244
245	245
246	246
247	2412
247	2767
248	2206
249	249
250	250
251	109
251	214
252	252
253	253
254	254
255	255
256	256
257	1881
258	282
258	1978
258	2785
258	1376
259	1017
259	2965
260	857
260	2151
261	261
262	153
263	263
264	264
265	265
266	2554
266	1637
267	267
268	268
269	269
270	270
271	879
272	272
273	2257
274	274
275	275
276	134
277	2521
278	1060
278	2159
278	216
278	186
279	279
280	280
281	281
282	258
283	283
284	2265
285	285
286	286
287	88
287	633
287	825
288	1795
289	289
290	2670
291	291
292	2271
292	2253
293	57
293	2260
294	34
294	231
295	295
296	1883
297	297
298	298
299	299
300	300
301	301
302	2413
302	2765
302	176
303	303
304	70
304	2301
305	305
306	306
307	307
308	193
309	2977
309	2853
309	2603
309	2513
309	2411
309	2223
309	1837
309	1590
309	1478
309	2767
309	1370
309	1346
309	1140
309	1069
309	743
309	724
309	700
309	192
309	32
309	1387
310	310
311	311
312	656
313	313
314	314
315	315
316	1749
316	1074
317	2247
317	1440
317	365
317	2271
318	318
319	319
320	1637
321	321
322	2671
322	2206
322	2953
322	2650
322	231
322	405
322	1212
322	938
322	1452
322	1503
322	1769
322	1855
322	1989
322	1405
322	2146
323	578
324	737
324	171
325	1503
325	2336
326	571
326	977
326	1671
326	1900
326	2030
326	2430
326	2613
326	2833
327	327
328	1282
329	329
330	2458
331	1167
331	1405
331	2338
331	1934
332	1545
333	333
334	334
335	560
336	336
337	2433
337	929
337	473
337	213
337	35
338	338
339	339
340	2443
341	341
342	342
343	1164
344	344
345	568
345	700
345	761
345	498
345	981
345	1098
345	147
345	2097
345	1360
345	1503
345	1701
345	1713
345	1202
345	2142
345	2989
345	1978
345	2090
346	204
346	1471
347	347
348	633
348	1803
348	2889
349	349
350	350
351	2834
351	1111
351	1826
352	352
353	353
354	354
355	355
356	2112
357	357
358	2036
358	2099
359	359
360	360
361	361
362	362
363	2261
364	2857
364	2785
364	2540
364	2107
364	1403
364	1393
364	719
365	414
365	1282
365	1522
365	1630
365	1719
365	583
365	317
366	366
367	1200
367	1969
367	2932
367	1606
367	2767
367	2863
368	368
369	369
370	2569
370	2596
371	1086
371	1966
372	372
373	373
374	374
375	1697
375	763
376	376
377	377
378	378
379	1121
380	380
381	1850
382	2188
383	383
384	384
385	385
386	386
387	387
388	88
388	2142
388	2877
389	389
390	390
391	2889
391	1229
391	109
391	1599
392	1342
393	393
394	633
395	395
396	67
397	397
398	398
399	2386
400	1745
401	602
402	402
403	403
404	404
405	1571
405	322
406	1871
406	1234
407	1900
408	408
409	1407
409	1503
410	410
411	2898
411	2411
411	2244
411	1579
411	979
411	192
412	1636
412	2955
412	2497
412	875
412	13
413	413
414	1611
414	1282
414	365
414	182
415	415
416	498
416	477
417	1008
418	418
419	419
420	420
421	421
422	422
423	583
423	1366
424	424
425	88
426	1701
427	427
428	182
429	429
430	430
431	431
432	432
433	433
434	434
435	435
436	436
437	437
438	205
438	2413
438	1467
439	439
440	2529
440	469
441	1946
442	442
443	443
444	444
445	445
446	446
447	447
448	968
448	2384
448	925
448	2829
449	449
450	450
451	451
452	2283
453	453
454	883
454	1636
455	455
456	160
456	617
456	1671
456	941
457	457
458	458
459	459
460	460
461	461
462	462
463	463
464	464
465	465
466	466
467	467
468	468
469	1158
469	440
469	700
469	1837
469	2040
469	2445
469	2801
469	1399
469	2914
470	470
471	1212
471	1378
472	1201
472	2206
472	1536
473	337
474	105
474	513
475	2684
475	1574
475	2531
475	1503
475	2430
475	1630
476	2877
476	2881
476	1770
477	416
478	478
479	59
479	175
479	569
480	480
481	481
482	1592
483	483
484	484
485	485
486	486
487	487
488	671
488	2189
488	591
489	489
490	490
491	491
492	492
493	2532
493	223
494	494
495	800
496	496
497	497
498	416
498	1900
498	345
499	499
500	500
501	501
502	1966
503	62
504	1890
505	1288
505	1170
506	506
507	507
508	508
509	2963
509	1246
509	231
510	510
511	511
512	813
512	54
513	876
513	474
514	514
515	515
516	516
517	2117
517	2679
518	518
519	1443
520	520
521	521
522	1448
523	523
524	524
525	525
526	526
527	527
528	528
529	529
530	530
531	531
532	532
533	533
534	534
535	535
536	1387
536	1778
536	2898
537	537
538	538
539	624
540	540
541	541
542	542
543	2268
543	2839
544	876
545	545
546	1292
546	1563
547	547
548	1533
548	1167
549	549
550	550
551	551
552	583
553	1199
554	193
554	813
554	2433
554	2540
554	2976
555	1501
556	1503
557	231
557	44
557	92
557	2358
558	558
559	559
560	335
561	561
562	562
563	563
564	564
565	797
566	566
567	2103
568	54
568	73
568	1488
568	624
568	1630
568	1857
568	2382
568	2671
568	345
569	479
569	705
569	993
570	570
571	326
572	125
573	2712
574	574
575	575
576	168
577	577
578	323
579	579
580	580
581	581
582	1183
582	1916
583	2613
583	2129
583	2030
583	2011
583	1900
583	1631
583	1599
583	1170
583	1321
